Page ID,Page Name,Disclaimer,Amount Spent (SEK),Number of Ads in Library
2292746900964873,Viking Valhalalla,These ads ran without a disclaimer,≤100,1
144984178871504,Valarie Kaur,These ads ran without a disclaimer,≤100,6
304642933042060,Kind + Jugend,These ads ran without a disclaimer,≤100,1
125745308299292,Kenneth Flathaug Photography,These ads ran without a disclaimer,≤100,2
115521213159624,CEU Executive MBA,These ads ran without a disclaimer,≤100,1
101379904870412,Lawn Of Smiles,These ads ran without a disclaimer,≤100,1
100357651737061,Provided By People,These ads ran without a disclaimer,≤100,1
115545381802707,R3HAB,These ads ran without a disclaimer,≤100,1
765557833813015,Zemen Press:: رۆژنامەی زەمەن,These ads ran without a disclaimer,≤100,1
104519198002516,Unique Clothing,These ads ran without a disclaimer,≤100,5
130304887142918,Sketchbook,These ads ran without a disclaimer,≤100,1
124148227744770,Aktuale,These ads ran without a disclaimer,≤100,1
100210778241982,My Way Of Life,These ads ran without a disclaimer,≤100,1
5642244660,Jim Gaffigan,These ads ran without a disclaimer,≤100,1
166975693327343,Cultural Entrepreneurship Institute Berlin,These ads ran without a disclaimer,≤100,2
357275101142388,Everglades-Trust,"Everglades Trust, established in 1994",≤100,1
134654693230171,Tokyo Weekender,These ads ran without a disclaimer,≤100,1
100522585033721,Glasaj iz dijaspore za Mostar,These ads ran without a disclaimer,≤100,1
100562611468399,Alwascre-1,These ads ran without a disclaimer,≤100,1
173508669380896,Ruby Cup,These ads ran without a disclaimer,≤100,3
180028025368817,Cisco CSR,These ads ran without a disclaimer,≤100,1
105994377791849,Family-Owned Businesses,These ads ran without a disclaimer,≤100,1
102466377863564,Wadnol,These ads ran without a disclaimer,≤100,3
97854501064,Young European Federalists [JEF],These ads ran without a disclaimer,≤100,1
926166074098098,Dobrodziej,These ads ran without a disclaimer,≤100,1
899410083435608,Photo Finish Horse Racing: Quest for the Cup,These ads ran without a disclaimer,≤100,1
685168908250249,Rörets Industrier,These ads ran without a disclaimer,≤100,2
1179458185510084,The Unwrapped Family,These ads ran without a disclaimer,≤100,1
866657050038456,Oceanic Global,These ads ran without a disclaimer,≤100,1
1543950879153281,Настоящее Время,These ads ran without a disclaimer,≤100,1
339826809986839,FPM Europe,These ads ran without a disclaimer,≤100,1
526407237703947,SheCodes Workshops,These ads ran without a disclaimer,≤100,6
121802091214061,MODA Fashion Exhibitions,These ads ran without a disclaimer,≤100,3
585612111577960,AUTOMATICA,These ads ran without a disclaimer,≤100,1
107735220560396,Africa community partnership programmes,These ads ran without a disclaimer,≤100,1
110752953599402,twinsainey,These ads ran without a disclaimer,≤100,3
107246300841636,Peanut Jeff Dunham,These ads ran without a disclaimer,≤100,1
107846324288229,MERE,These ads ran without a disclaimer,≤100,1
128193918677508,"Harold, Derrick Johnson Co",These ads ran without a disclaimer,≤100,1
178282985677484,Martink Tattoo Artist,These ads ran without a disclaimer,≤100,1
146767845365471,TGEU,These ads ran without a disclaimer,≤100,1
672948023176358,Weather Style Shop,These ads ran without a disclaimer,≤100,7
391136375037470,Teedola.com,These ads ran without a disclaimer,≤100,2
100320208248587,Karen Blair Wealth,These ads ran without a disclaimer,≤100,1
1024586117585885,Ruby Love,These ads ran without a disclaimer,≤100,7
298884704344894,Cosytshe,These ads ran without a disclaimer,≤100,1
2014376188791538,Hassnaa Laagoubi,These ads ran without a disclaimer,≤100,1
2349683538636010,Ingo Angres,These ads ran without a disclaimer,≤100,1
171090836253231,Aitken Spence Travels,These ads ran without a disclaimer,≤100,1
173871080100737,DissOil,These ads ran without a disclaimer,≤100,1
111353130394477,Microcleansing,These ads ran without a disclaimer,≤100,3
112665468785028,Tess in Venice,These ads ran without a disclaimer,≤100,1
2219969971552303,ECo,These ads ran without a disclaimer,≤100,1
102667601907666,Coach Domenic,These ads ran without a disclaimer,≤100,1
728435094006428,Japanese Free Magazine "Weekly SingaLife",These ads ran without a disclaimer,≤100,1
1057128761090367,Bommelig - Die Upcycling Manufaktur,These ads ran without a disclaimer,≤100,1
688740351525146,MG Limousine Service,These ads ran without a disclaimer,≤100,1
430125990382615,Eleanor Hancock Illustration & Design,These ads ran without a disclaimer,≤100,1
100184195099756,Corning Inc.,These ads ran without a disclaimer,≤100,1
100741934737499,Silvery T-shirts,These ads ran without a disclaimer,≤100,1
0,Instagram User 3226470676,These ads ran without a disclaimer,≤100,1
110113937124062,SILLY HUMOR,These ads ran without a disclaimer,≤100,1
558967217640007,MENIMA,These ads ran without a disclaimer,≤100,9
470304013075912,Ta'na'na Silk - CPALI Madagascar,These ads ran without a disclaimer,≤100,1
1369510396392872,Onlinestudies,These ads ran without a disclaimer,≤100,1
1510691729183587,Foodwin,These ads ran without a disclaimer,≤100,1
750920041906737,Animal Save Italia,These ads ran without a disclaimer,≤100,1
122550544432546,Virgin,These ads ran without a disclaimer,≤100,1
111206610706091,Protect Sea Turtles,These ads ran without a disclaimer,≤100,1
76350897546,The Corrymeela Community,These ads ran without a disclaimer,≤100,1
108376957522738,Drums WRLD,These ads ran without a disclaimer,≤100,1
231994373490800,Student Energy,These ads ran without a disclaimer,≤100,1
102643771342626,silsilaniazi,These ads ran without a disclaimer,≤100,1
127192639434,PrimaLoft,These ads ran without a disclaimer,≤100,1
104282331396890,Lilia Luganskaia,These ads ran without a disclaimer,≤100,3
333023080735526,Thomas Schubert,These ads ran without a disclaimer,≤100,2
213178965387804,Union for the Mediterranean,These ads ran without a disclaimer,≤100,1
102782494589066,Animal's Uprising,These ads ran without a disclaimer,≤100,2
100492921735302,Payless Shoesource Inc,These ads ran without a disclaimer,≤100,1
415817425652285,The Original Stretchy Food Lids,These ads ran without a disclaimer,≤100,3
1859841357643340,Kopernicus AB,These ads ran without a disclaimer,≤100,1
2065794330318304,JAY DVRDEN,These ads ran without a disclaimer,≤100,3
948515671910928,Mohamed Ibrahim Moalimuu,These ads ran without a disclaimer,≤100,1
281316675881498,Dokomen,These ads ran without a disclaimer,≤100,1
418951294827718,Wren + Glory,These ads ran without a disclaimer,≤100,3
305608429284,EU Environment,These ads ran without a disclaimer,≤100,2
305006126312812,John Raymond 68,These ads ran without a disclaimer,≤100,1
734999853513826,Trendy Stuff Deal,These ads ran without a disclaimer,≤100,2
297339700960830,Busech Shopping,These ads ran without a disclaimer,≤100,5
192013990902459,Roy Cooper,Cooper for North Carolina,≤100,2
371066602939988,Prime 1 Studio,These ads ran without a disclaimer,≤100,1
1729452893776184,Jeny Nelly,These ads ran without a disclaimer,≤100,1
101780601699788,Glimmering Jewellery,These ads ran without a disclaimer,≤100,2
2129459710684879,T-shirt Trends,These ads ran without a disclaimer,≤100,1
276294699208896,Top Kickstarter Projects,These ads ran without a disclaimer,≤100,3
810218512676407,mariellehhansen,These ads ran without a disclaimer,≤100,2
100272498424400,PacifiCare Health Systems Inc,These ads ran without a disclaimer,≤100,1
676257439458370,Güzel IPTV,These ads ran without a disclaimer,≤100,1
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,≤100,14
179743991783,Sala Sparbank,These ads ran without a disclaimer,≤100,1
587266261407195,POLITICO Europe,These ads ran without a disclaimer,≤100,10
104460497920580,EzoneGreen,These ads ran without a disclaimer,≤100,1
129106751108128,Kara Cardinal,These ads ran without a disclaimer,≤100,1
114761483282250,Ewazoom,These ads ran without a disclaimer,≤100,9
135490176108,China Law Blog,China Law Blog,≤100,3
107388507433658,Turfue Straws,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,26
535807280265668,BuzzyRange,These ads ran without a disclaimer,≤100,23
250454429900,Melva Henderson Ministries (MHM),These ads ran without a disclaimer,≤100,3
150891238820316,Refonia - Your Eco-Way of Living,These ads ran without a disclaimer,≤100,1
103780588185236,Jorge Acuña,These ads ran without a disclaimer,≤100,1
269426227293823,Egodada,These ads ran without a disclaimer,≤100,4
105804031197693,"Applied Industrial Technologies, Inc.",These ads ran without a disclaimer,≤100,1
101707228227763,Climate Adaptation Groningen,These ads ran without a disclaimer,≤100,5
129649550404770,Natuurhuisje,These ads ran without a disclaimer,≤100,2
1538986189719446,AntyWindyk,These ads ran without a disclaimer,≤100,1
109413882479812,Bartech Marine Engineering,These ads ran without a disclaimer,≤100,2
216680471682353,Dr. Nûredîn Zaza  د. نورالدين زازا,These ads ran without a disclaimer,≤100,2
397373783707967,Ресурсный центр для ЛГБТ,These ads ran without a disclaimer,≤100,1
752406888136166,Green Islands Foundation,These ads ran without a disclaimer,≤100,1
102037047938461,Solitaire,These ads ran without a disclaimer,≤100,1
416345242433668,LUCKE,These ads ran without a disclaimer,≤100,2
100677045184485,ma.diaspora,These ads ran without a disclaimer,≤100,1
1617397865188604,Miomojo,These ads ran without a disclaimer,≤100,2
371892023672976,Proud of My Serbian Roots,These ads ran without a disclaimer,≤100,2
469751503131196,Bambutectura España,These ads ran without a disclaimer,≤100,1
1363195707041177,Yaqeen Institute,These ads ran without a disclaimer,≤100,3
112235830179418,The Honest Hippie,These ads ran without a disclaimer,≤100,23
181930701860088,Kicheche Camps,These ads ran without a disclaimer,≤100,1
110627457248442,Light CO2,These ads ran without a disclaimer,≤100,1
199970713356609,DavidShield | דיוידשילד,These ads ran without a disclaimer,≤100,1
102750617979235,Gifts Shop,These ads ran without a disclaimer,≤100,2
102985377723720,marinalyritzi,These ads ran without a disclaimer,≤100,5
216085980239,Tallinn Music Week,These ads ran without a disclaimer,≤100,1
152452826680,Tim Storey,These ads ran without a disclaimer,≤100,1
100519017277707,MISSION.uk,These ads ran without a disclaimer,≤100,2
100589602797,UNMIK  - United Nations Mission in Kosovo,These ads ran without a disclaimer,≤100,1
190885961693731,Khadar Hussein Abdi,These ads ran without a disclaimer,≤100,29
119764459362,Airfarewatchdog,These ads ran without a disclaimer,≤100,1
349925852406748,SavenOffer Video,These ads ran without a disclaimer,≤100,1
191198651499454,Timo Mueller,These ads ran without a disclaimer,≤100,1
126129134146963,KUNST,These ads ran without a disclaimer,≤100,1
310080385823280,Иммигрант Инвест,These ads ran without a disclaimer,≤100,2
107778901118538,S D A,These ads ran without a disclaimer,≤100,1
1705031989579829,TradeStation International,These ads ran without a disclaimer,≤100,1
150530945016198,Redstar73 Records,These ads ran without a disclaimer,≤100,2
152327404827768,Zox,ZOX,≤100,2
440902859280970,GodSaidManSaid,These ads ran without a disclaimer,≤100,16
105150164728873,Sovietbear & MERCH,These ads ran without a disclaimer,≤100,1
326287634394081,The Prayer Movement,These ads ran without a disclaimer,≤100,3
310085199532628,Health Nutrition,These ads ran without a disclaimer,≤100,31
219428265201185,Kristian Torgalsen,These ads ran without a disclaimer,≤100,1
795022763862618,Viorel Cataramă,These ads ran without a disclaimer,≤100,1
203870889756783,Russian International Affairs Council,These ads ran without a disclaimer,≤100,1
119104332821623,MEU-P Movimento Emigrantes Unidos de & por Portugal,These ads ran without a disclaimer,≤100,1
101496745042691,DaCampus,These ads ran without a disclaimer,≤100,1
389125434502747,Andrew Powell MP,These ads ran without a disclaimer,≤100,1
102500691600337,FreeKazakhs,These ads ran without a disclaimer,≤100,3
106056031197103,Carlenne's,These ads ran without a disclaimer,≤100,1
113700853366061,Blue Alien,These ads ran without a disclaimer,≤100,1
100212254738668,Travel Lovers,These ads ran without a disclaimer,≤100,1
107566327642862,Whitee,These ads ran without a disclaimer,≤100,1
436896529718288,European Patent Office,These ads ran without a disclaimer,≤100,1
1795481837196514,Instant Buy Supply,These ads ran without a disclaimer,≤100,2
1593828134172917,Open Eyes Economy,These ads ran without a disclaimer,≤100,1
67913249082,Hyatt Regency Maui Resort & Spa,These ads ran without a disclaimer,≤100,1
2105985372956136,Eclipse Cast Media,These ads ran without a disclaimer,≤100,2
108884874000798,OneFemme,These ads ran without a disclaimer,≤100,9
105973817793560,Business Ethics,These ads ran without a disclaimer,≤100,1
204780362875106,מקור ראשון,These ads ran without a disclaimer,≤100,1
129334363781623,Hayata Destek Derneği /Support To Life,These ads ran without a disclaimer,≤100,1
274424455998063,ASU Department of English,These ads ran without a disclaimer,≤100,2
147638235251862,The Sacred Science,These ads ran without a disclaimer,≤100,6
106509649389610,1Office Group,These ads ran without a disclaimer,≤100,1
